여러분은 평소 체력 관리를 위해 어떤 활동을 하고 계신가요? 모두 선택해주세요.,,,,,,
구분,고유번호,성별,나이,지역,설문일시,문항1
LG,w28128313300480,여,1995년 06월 09일 (만 30 세),서울,2025-01-07 12:12,5
LG,w218882735938322,남,1985년 07월 04일 (만 40 세),서울,2025-01-12 8:51,6
LG,w193197427866325,남,1969년 12월 07일 (만 56 세),부산,2025-01-06 23:17,"2, 4"
LG,w101766889144768,남,1963년 03월 16일 (만 62 세),서울,2025-01-06 13:02,8
LG,w17603437551545,남,1967년 12월 11일 (만 58 세),인천,2025-01-07 7:41,4
LG,w27922663435534,여,1998년 01월 23일 (만 27 세),부산,2025-01-06 21:19,10
LG,w101232411615279,남,1995년 01월 10일 (만 30 세),경기,2025-01-07 10:48,2
KT,w48487918254096,여,2000년 03월 06일 (만 25 세),서울,2025-01-06 18:38,4
KT,w8106844437858,남,1986년 04월 15일 (만 39 세),인천,2025-01-06 11:27,4
KT,w80625961351025,남,1973년 05월 11일 (만 52 세),경남,2025-01-11 12:46,10
LG,w19641399271532,여,1974년 11월 13일 (만 51 세),서울,2025-01-09 15:11,5
LG,w151536918081052,남,1959년 06월 06일 (만 66 세),서울,2025-01-06 17:13,4
LG,w11578544395468,남,1981년 월 일 (만 44 세),서울,2025-01-07 9:15,"4, 2"
LG,w13209399402609,여,1973년 월 일 (만 52 세),경기,2025-01-07 8:16,2
KT,w271442493609126,여,1972년 02월 15일 (만 53 세),서울,2025-01-08 20:07,8
KT,w120960327031444,여,1994년 01월 18일 (만 31 세),전남,2025-01-07 0:25,2
KT,w118809293553458,여,1999년 03월 13일 (만 26 세),충북,2025-01-08 13:28,9
KT,w983391933996,남,1957년 05월 27일 (만 68 세),전남,2025-01-07 4:36,4
LG,w44031587379239,남,1979년 10월 11일 (만 46 세),경기,2025-01-06 11:09,10
KT,w180206289283129,남,1971년 09월 19일 (만 54 세),경북,2025-01-06 13:20,4
KT,w69197643971928,여,1966년 04월 24일 (만 59 세),서울,2025-01-07 4:02,10
KT,w16430942933230,여,1963년 09월 10일 (만 62 세),경남,2025-01-06 10:41,4
KT,w10460888480299,남,1986년 01월 03일 (만 39 세),경기,2025-01-07 5:18,1
KT,w15872063149399,남,1961년 07월 22일 (만 64 세),경기,2025-01-09 4:36,8
KT,w32215926114099,남,1962년 10월 05일 (만 63 세),경남,2025-01-07 8:14,7
LG,w52169276046797,여,1990년 11월 29일 (만 35 세),경기,2025-01-07 19:35,2
KT,w241624981830527,여,1945년 07월 01일 (만 80 세),경기,2025-01-07 14:15,1
LG,w299555280245906,남,1962년 09월 07일 (만 63 세),경기,2025-01-07 3:07,4
LG,w10397646869993,여,1979년 월 일 (만 46 세),경기,2025-01-07 7:49,4
LG,w15662190488364,여,1991년 09월 01일 (만 34 세),서울,2025-01-08 12:19,"1, 2"
LG,w172528013999866,여,1967년 01월 15일 (만 58 세),인천,2025-01-06 16:28,2
LG,w173317793093235,남,1977년 11월 14일 (만 48 세),경남,2025-01-07 13:24,10
LG,w165401010133969,여,2001년 05월 08일 (만 24 세),경기,2025-01-08 10:58,1
LG,w14357822023446,남,1955년 08월 04일 (만 70 세),경기,2025-01-06 13:31,"4, 5, 8"
LG,w32970817446184,남,1973년 07월 07일 (만 52 세),경기,2025-01-07 8:21,4
KT,w153999212286682,남,1982년 04월 19일 (만 43 세),경남,2025-01-07 0:02,10
LG,w49204855412156,여,1937년 12월 12일 (만 88 세),서울,2025-01-06 16:37,4
KT,w57903281735463,남,1967년 09월 15일 (만 58 세),대전,2025-01-09 15:55,8
LG,w21721156298703,남,1986년 06월 25일 (만 39 세),경기,2025-01-06 16:16,3
KT,,,(만 2025 세),,2025-01-06 23:17,4
KT,w169347838448434,남,1968년 07월 24일 (만 57 세),경기,2025-01-06 16:07,10
LG,w176176427735381,남,1964년 04월 12일 (만 61 세),경기,2025-01-08 19:38,5
LG,w307974880338278,남,1969년 07월 05일 (만 56 세),경기,2025-01-07 4:59,9
LG,w18800997013589,남,1969년 11월 14일 (만 56 세),제주,2025-01-06 22:40,6
LG,w10718455750398,남,1967년 04월 09일 (만 58 세),대구,2025-01-07 6:59,4
LG,w19518097000737,남,1988년 04월 19일 (만 37 세),서울,2025-01-07 5:11,"4, 2"
LG,w186845636374913,남,1955년 01월 02일 (만 70 세),경기,2025-01-06 21:07,1
KT,w80168163048355,남,1966년 07월 20일 (만 59 세),전북,2025-01-07 4:37,8
LG,w116034077763595,남,1971년 04월 08일 (만 54 세),서울,2025-01-06 23:19,7
KT,w113057614380840,남,1986년 02월 25일 (만 39 세),서울,2025-01-10 18:15,8
LG,w15578333696284,여,1977년 04월 19일 (만 48 세),경기,2025-01-06 15:33,10
LG,w8985526440709,여,1969년 09월 01일 (만 56 세),충남,2025-01-06 12:39,4
LG,w44249562840148,남,1979년 03월 15일 (만 46 세),울산,2025-01-06 12:58,1
LG,w136574059092101,남,1962년 09월 04일 (만 63 세),경남,2025-01-07 5:42,"4, 8"
LG,w113499672805940,여,1980년 09월 01일 (만 45 세),경기,2025-01-06 23:37,10
LG,w10275670888239,남,1995년 월 일 (만 30 세),부산,2025-01-07 6:03,7
KT,w8354533317282,여,1975년 09월 27일 (만 50 세),강원,2025-01-07 4:56,4
LG,w252195819560256,여,1989년 10월 25일 (만 36 세),인천,2025-01-08 7:25,3
KT,w168221368999190,여,1974년 04월 19일 (만 51 세),경기,2025-01-06 18:16,"3, 4"
LG,w220767580462731,남,1976년 10월 18일 (만 49 세),서울,2025-01-11 0:16,"4, 6"
LG,w302801588822017,여,1996년 05월 04일 (만 29 세),경북,2025-01-06 16:14,2
LG,w10826130286857,여,1987년 07월 28일 (만 38 세),경기,2025-01-06 22:47,4
KT,w87797629821152,여,1971년 12월 27일 (만 54 세),경기,2025-01-10 18:52,"7, 3"
LG,w8496091876489,남,1980년 월 일 (만 45 세),서울,2025-01-07 11:18,10
LG,w87183168553687,남,1980년 08월 25일 (만 45 세),부산,2025-01-06 22:07,7
LG,w77955041038217,남,1973년 10월 23일 (만 52 세),대구,2025-01-06 12:42,4
LG,w182949128208698,여,1964년 04월 23일 (만 61 세),서울,2025-01-06 23:58,4
KT,w248357013071586,남,1976년 08월 24일 (만 49 세),인천,2025-01-06 14:44,"4, 5"
KT,w85180810368354,남,1962년 03월 13일 (만 63 세),강원,2025-01-08 13:12,4
LG,w17703215622069,남,1986년 10월 29일 (만 39 세),부산,2025-01-06 13:36,10
LG,w43660591322762,남,1973년 08월 01일 (만 52 세),서울,2025-01-07 0:50,10
LG,w44519993613010,남,1976년 10월 07일 (만 49 세),전북,2025-01-06 10:57,4
LG,w8481131965632,남,1973년 월 일 (만 52 세),경남,2025-01-06 19:08,10
LG,w335038839083308,여,1968년 06월 12일 (만 57 세),대전,2025-01-07 8:04,1
KT,w11847911762086,남,1970년 03월 27일 (만 55 세),서울,2025-01-06 13:46,"2, 1"
LG,w7416098252499,여,1968년 10월 10일 (만 57 세),경기,2025-01-08 23:45,4
LG,w45925476073501,여,1998년 04월 13일 (만 27 세),대구,2025-01-06 21:10,10
LG,w16795025951582,남,1955년 12월 07일 (만 70 세),충남,2025-01-06 13:49,"4, 2"
LG,w222986565005325,여,1972년 03월 22일 (만 53 세),강원,2025-01-06 23:29,4
LG,w206187928388857,남,1962년 09월 02일 (만 63 세),전북,2025-01-06 13:13,4
LG,w14857395007551,여,1993년 09월 20일 (만 32 세),대구,2025-01-06 10:32,10
LG,w358754659376775,남,1958년 03월 01일 (만 67 세),인천,2025-01-07 0:24,"4, 8, 1"
LG,w155291814933278,남,1971년 01월 16일 (만 54 세),인천,2025-01-06 12:38,10
LG,w11537093427012,남,2001년 월 일 (만 24 세),경기,2025-01-07 9:35,4
KT,w155970332357612,남,1978년 11월 28일 (만 47 세),강원,2025-01-07 6:31,5
LG,w22323381950047,남,1979년 08월 27일 (만 46 세),서울,2025-01-06 17:21,4
LG,w38499217286320,남,1967년 08월 10일 (만 58 세),서울,2025-01-06 23:21,8
LG,w192205315300596,남,1970년 04월 02일 (만 55 세),서울,2025-01-06 17:15,10
LG,w208220996659254,여,1984년 11월 30일 (만 41 세),서울,2025-01-06 22:53,"4, 3, 2"
LG,w220679022433073,여,1984년 07월 06일 (만 41 세),인천,2025-01-12 4:20,4
LG,w214442891831177,여,1983년 02월 19일 (만 42 세),서울,2025-01-06 21:45,7
LG,w81650015142825,남,1972년 04월 15일 (만 53 세),경기,2025-01-07 6:39,4
LG,w52657579931884,여,2002년 04월 17일 (만 23 세),강원,2025-01-08 8:30,6
LG,w16302871685011,남,1973년 08월 31일 (만 52 세),부산,2025-01-06 15:10,9
LG,w94298049086478,여,1971년 11월 10일 (만 54 세),충북,2025-01-06 10:01,10
KT,w118754696581747,여,1974년 01월 26일 (만 51 세),충북,2025-01-07 4:24,10
LG,w9951270282842,여,1995년 월 일 (만 30 세),서울,2025-01-06 16:13,2
LG,w10211387409194,여,1980년 07월 12일 (만 45 세),경기,2025-01-06 23:25,1
LG,w10254085222055,남,1969년 월 일 (만 56 세),경기,2025-01-07 5:37,2
LG,w338896230076053,여,1967년 12월 06일 (만 58 세),인천,2025-01-06 23:16,3
KT,w203108170702132,남,1959년 08월 05일 (만 66 세),경기,2025-01-06 11:16,4
KT,w312850806226,남,1974년 03월 21일 (만 51 세),서울,2025-01-09 14:56,4
KT,w34119921730995,여,1977년 07월 06일 (만 48 세),경북,2025-01-07 14:44,8
KT,w8621744668559,여,1968년 10월 28일 (만 57 세),경북,2025-01-09 20:42,4
KT,w186245017637914,남,1974년 04월 29일 (만 51 세),대구,2025-01-10 20:08,4
KT,w202429835265176,남,1949년 01월 03일 (만 76 세),경기,2025-01-06 19:25,8
LG,w160720699179929,남,1986년 01월 26일 (만 39 세),경기,2025-01-07 18:30,8
LG,w201007170900491,여,1956년 07월 08일 (만 69 세),서울,2025-01-07 8:36,10
LG,w13908319616168,남,1989년 02월 14일 (만 36 세),경기,2025-01-06 18:56,2
LG,w8144036419974,남,1988년 월 일 (만 37 세),충북,2025-01-06 17:24,1
LG,w9840185649495,남,1965년 02월 23일 (만 60 세),인천,2025-01-10 20:49,6
LG,w312369121748812,남,1974년 02월 01일 (만 51 세),전북,2025-01-07 6:53,5
KT,w366323359780,남,1963년 04월 15일 (만 62 세),경기,2025-01-07 6:54,4
LG,w50607493609869,여,1996년 02월 09일 (만 29 세),경남,2025-01-08 17:16,6
LG,w13383346223385,남,1970년 월 일 (만 55 세),서울,2025-01-07 7:11,"4, 5"
LG,w57400051221897,남,1980년 11월 26일 (만 45 세),부산,2025-01-06 12:14,10
LG,w211896292759223,남,1969년 07월 20일 (만 56 세),전북,2025-01-06 23:31,4
LG,w10844568341602,남,1981년 04월 24일 (만 44 세),경기,2025-01-06 18:24,4
KT,w213789556709054,남,1995년 01월 26일 (만 30 세),충북,2025-01-13 3:15,8
LG,w191952749924437,여,1968년 07월 08일 (만 57 세),대전,2025-01-06 22:59,4
LG,w157697685183268,여,1999년 04월 15일 (만 26 세),경기,2025-01-07 0:29,10
KT,w165748343883984,남,1986년 02월 03일 (만 39 세),인천,2025-01-09 12:00,"6, 1"
KT,w8568639745610,남,1967년 11월 15일 (만 58 세),대전,2025-01-06 11:08,6
KT,w260046752422801,남,1973년 03월 10일 (만 52 세),서울,2025-01-07 8:36,7
KT,w165736568894088,남,1950년 06월 01일 (만 75 세),서울,2025-01-07 7:44,8
LG,w7317223975682,남,1965년 06월 09일 (만 60 세),부산,2025-01-06 12:30,4
LG,w261581637080089,여,1962년 12월 22일 (만 63 세),경기,2025-01-06 10:35,"2, 4"
LG,w169851976252131,여,1970년 11월 05일 (만 55 세),서울,2025-01-07 2:03,10
LG,w391003431597901,남,1968년 10월 14일 (만 57 세),전북,2025-01-10 17:28,10
LG,w13609878888527,여,1965년 월 일 (만 60 세),인천,2025-01-07 5:06,4
LG,w196806933163581,여,1980년 05월 24일 (만 45 세),경북,2025-01-06 20:52,5
KT,w11075288067595,남,1954년 11월 06일 (만 71 세),서울,2025-01-07 10:01,9
LG,w128536899397224,남,1984년 02월 05일 (만 41 세),서울,2025-01-06 20:50,8
LG,w10527832458349,남,1966년 월 일 (만 59 세),경남,2025-01-06 20:56,4
LG,w11552958043673,남,1973년 월 일 (만 52 세),경남,2025-01-07 8:51,10
KT,w172482863007047,여,1979년 10월 22일 (만 46 세),인천,2025-01-07 7:25,4
KT,w273430492458768,남,1992년 12월 02일 (만 33 세),경기,2025-01-12 23:48,"2, 4"
LG,w69513432540761,남,1962년 03월 03일 (만 63 세),대전,2025-01-07 8:48,10
LG,w10507433520827,여,1972년 월 일 (만 53 세),서울,2025-01-06 16:55,4
LG,w98091112873672,남,1966년 01월 10일 (만 59 세),서울,2025-01-06 17:38,3
KT,w7971090460656,여,1995년 02월 14일 (만 30 세),경남,2025-01-06 11:49,4
KT,w242349944224598,남,1972년 04월 09일 (만 53 세),제주,2025-01-07 15:13,10
KT,w157749385671614,여,1972년 07월 31일 (만 53 세),경기,2025-01-07 0:42,4
Wiz,w2319399658089,남,1988년 11월 08일 (만 37 세),서울,2025-01-06 16:28,"4, 5"
KT,w104437246048614,남,1988년 07월 19일 (만 37 세),경기,2025-01-06 16:31,5
LG,w220082754657991,남,1982년 07월 08일 (만 43 세),경기,2025-01-06 12:42,4
LG,w10299349013811,여,2001년 07월 18일 (만 24 세),대전,2025-01-10 9:13,4
LG,w19584923643301,여,1983년 10월 04일 (만 42 세),서울,2025-01-07 9:35,8
LG,w13783553919280,남,1979년 월 일 (만 46 세),경북,2025-01-06 11:01,1
LG,w20433694401991,남,1989년 05월 21일 (만 36 세),광주,2025-01-07 0:23,4
LG,w9099521890819,여,1996년 월 일 (만 29 세),서울,2025-01-06 9:49,4
LG,w77316470231126,남,1979년 06월 15일 (만 46 세),인천,2025-01-06 11:34,"1, 4, 5"
LG,w40963979875812,남,1956년 08월 28일 (만 69 세),서울,2025-01-07 14:24,10
LG,w209320153366373,여,1999년 04월 07일 (만 26 세),경기,2025-01-06 16:00,4
LG,w313111161951520,남,1955년 03월 18일 (만 70 세),서울,2025-01-07 6:44,"1, 6, 4"
LG,w8376572681187,여,1974년 월 일 (만 51 세),경남,2025-01-06 15:30,10
KT,w173286813374804,여,1965년 05월 20일 (만 60 세),서울,2025-01-06 11:50,4
KT,w229700939517018,여,1957년 12월 02일 (만 68 세),인천,2025-01-07 9:49,1
KT,w203857945030326,남,1959년 10월 29일 (만 66 세),전북,2025-01-07 4:11,4
KT,,,(만 2025 세),,2025-01-06 21:38,6
KT,w142647777624516,남,1982년 11월 01일 (만 43 세),서울,2025-01-06 15:19,8
KT,w193956912769587,남,1962년 06월 04일 (만 63 세),경기,2025-01-06 11:01,4
KT,w217689035755731,남,1981년 03월 05일 (만 44 세),전북,2025-01-06 11:58,4
KT,w36901975621466,남,1971년 11월 20일 (만 54 세),서울,2025-01-12 0:38,10
KT,w163945258178652,여,1969년 05월 05일 (만 56 세),대전,2025-01-07 8:54,4
KT,w44935460280010,남,1965년 11월 20일 (만 60 세),경기,2025-01-06 16:34,10
KT,w1024058252571,여,1963년 12월 05일 (만 62 세),제주,2025-01-06 11:59,4
KT,w204112651626650,남,1964년 10월 04일 (만 61 세),경기,2025-01-08 8:29,4
KT,w269276586941584,남,1977년 08월 08일 (만 48 세),경북,2025-01-06 12:39,5
KT,w169593849435518,남,1985년 10월 14일 (만 40 세),서울,2025-01-06 11:16,1
KT,w56849581151203,여,1977년 01월 21일 (만 48 세),경북,2025-01-09 21:21,"4, 8"
KT,w254145375882126,여,1966년 08월 25일 (만 59 세),경기,2025-01-06 12:39,"4, 2"
KT,w203709488582959,남,1964년 11월 10일 (만 61 세),서울,2025-01-07 21:38,8
KT,w160031016240671,여,1972년 04월 01일 (만 53 세),대구,2025-01-06 10:23,3
KT,w79667439844206,남,1977년 10월 28일 (만 48 세),경기,2025-01-07 0:05,10
KT,w336350763023,여,1974년 09월 03일 (만 51 세),서울,2025-01-07 20:34,10
KT,w110436060311597,여,1985년 10월 19일 (만 40 세),서울,2025-01-08 19:31,8
KT,w138381282918483,남,1975년 01월 27일 (만 50 세),인천,2025-01-06 22:50,8
KT,w11734426677435,남,1978년 02월 24일 (만 47 세),서울,2025-01-06 18:56,10
KT,w78708063561728,남,1981년 03월 23일 (만 44 세),경기,2025-01-06 11:25,7
KT,w88907690083963,남,1969년 10월 21일 (만 56 세),제주,2025-01-07 9:02,10
KT,w65659255614718,여,1979년 09월 21일 (만 46 세),광주,2025-01-06 19:26,"5, 2"
KT,w53544953145726,남,1972년 12월 23일 (만 53 세),서울,2025-01-06 23:40,4
KT,w241186177877329,남,1983년 11월 01일 (만 42 세),대전,2025-01-07 0:12,10
KT,w19409542322978,여,1972년 05월 08일 (만 53 세),강원,2025-01-06 17:40,7
KT,w28144858709588,남,1972년 05월 15일 (만 53 세),경남,2025-01-06 23:31,"1, 2, 4"
KT,w165914875468557,여,1980년 03월 31일 (만 45 세),부산,2025-01-09 20:25,10
KT,w62326318309992,남,1967년 04월 25일 (만 58 세),서울,2025-01-07 5:35,4
KT,w32621090054702,여,1966년 02월 25일 (만 59 세),경기,2025-01-09 5:43,"2, 4, 5"
LG,w11103378271927,여,1987년 10월 07일 (만 38 세),서울,2025-01-06 23:52,2
KT,w23174151937183,여,1980년 08월 27일 (만 45 세),경북,2025-01-08 15:41,4
LG,w12405828094524,여,1991년 12월 29일 (만 34 세),경기,2025-01-06 11:43,8
LG,w164048862841393,남,1966년 12월 01일 (만 59 세),경기,2025-01-06 22:45,5
LG,w8280885223297,여,1962년 월 일 (만 63 세),충북,2025-01-07 3:36,10
KT,w138995555960451,남,1973년 08월 16일 (만 52 세),전남,2025-01-07 1:20,10
LG,w8345597765195,남,1958년 월 일 (만 67 세),경기,2025-01-07 2:57,4
KT,w125103425265200,남,1975년 10월 22일 (만 50 세),대전,2025-01-07 0:08,"7, 1, 4"
LG,w208700559594971,여,1988년 01월 22일 (만 37 세),부산,2025-01-08 12:13,6
KT,w53429631517493,여,1971년 09월 08일 (만 54 세),경남,2025-01-06 22:58,8
KT,w17641446742942,남,1969년 12월 10일 (만 56 세),서울,2025-01-06 9:52,4
LG,w10239090968886,남,1964년 03월 29일 (만 61 세),부산,2025-01-06 20:11,6
LG,w154536113850022,남,1973년 11월 06일 (만 52 세),인천,2025-01-07 13:15,5
LG,w8897453461319,남,1998년 월 일 (만 27 세),서울,2025-01-07 20:22,8
LG,w347133725021360,남,1969년 09월 29일 (만 56 세),경기,2025-01-06 22:47,10
KT,w222025068472642,남,1956년 12월 18일 (만 69 세),경기,2025-01-11 10:51,9
LG,w183414025242442,남,1969년 09월 19일 (만 56 세),서울,2025-01-07 6:44,"8, 4"
LG,w213675824138062,여,1962년 02월 06일 (만 63 세),서울,2025-01-07 8:58,10
LG,w170750948347737,남,1963년 09월 21일 (만 62 세),부산,2025-01-06 15:36,10
LG,w9953911752345,여,1997년 월 일 (만 28 세),충북,2025-01-06 10:40,10
LG,w201762018698773,남,1968년 05월 29일 (만 57 세),광주,2025-01-07 21:05,4
LG,w8404182416934,남,1970년 월 일 (만 55 세),경기,2025-01-06 18:06,"4, 1"
LG,w10414567057132,남,1963년 월 일 (만 62 세),부산,2025-01-07 5:39,9
LG,w82385426152211,여,1976년 09월 29일 (만 49 세),경기,2025-01-11 10:30,1
KT,w18090748582678,남,1956년 11월 18일 (만 69 세),경기,2025-01-07 6:16,4
KT,w23962377892122,남,1969년 04월 20일 (만 56 세),경기,2025-01-06 11:13,4
LG,w8492213188789,남,1987년 월 일 (만 38 세),인천,2025-01-07 0:02,10
LG,w11544218408155,남,1975년 06월 11일 (만 50 세),경기,2025-01-11 8:12,6
KT,w214946755749068,여,1969년 06월 02일 (만 56 세),전북,2025-01-12 7:33,4
LG,w225316795847258,여,1989년 11월 18일 (만 36 세),인천,2025-01-07 10:21,10
KT,w113076966577893,여,1999년 06월 09일 (만 26 세),서울,2025-01-07 10:15,9
KT,w94917821937616,여,1967년 10월 29일 (만 58 세),서울,2025-01-07 7:18,4
Wiz,w3859720303413,여,1970년 11월 20일 (만 55 세),경기,2025-01-07 13:27,9
KT,w105350429321731,여,1941년 11월 01일 (만 84 세),서울,2025-01-06 10:15,"4, 2"
KT,w80178378574504,여,1981년 03월 08일 (만 44 세),대구,2025-01-07 11:23,5
KT,w314067882574403,남,1972년 07월 08일 (만 53 세),인천,2025-01-06 22:55,4
LG,w300357262569040,남,1966년 11월 10일 (만 59 세),인천,2025-01-06 10:59,10
LG,w8442657286520,남,1961년 06월 25일 (만 64 세),서울,2025-01-07 10:59,10
LG,w10962166117461,남,1968년 06월 27일 (만 57 세),경기,2025-01-07 7:40,10
LG,w10430254649227,남,1972년 11월 27일 (만 53 세),서울,2025-01-06 11:54,"1, 9"
LG,w93883512658598,남,1970년 12월 10일 (만 55 세),광주,2025-01-06 16:23,"4, 9"
LG,w8485446206416,남,1969년 11월 16일 (만 56 세),서울,2025-01-07 7:04,4
LG,w12026944571525,남,1975년 08월 25일 (만 50 세),경기,2025-01-06 15:38,10
LG,w138486313063880,여,1986년 03월 07일 (만 39 세),인천,2025-01-06 17:08,4
LG,w187074684321351,여,1978년 12월 07일 (만 47 세),부산,2025-01-06 16:54,7
KT,w119160471322510,여,1983년 10월 14일 (만 42 세),울산,2025-01-06 23:24,10
LG,w8944064755072,여,1977년 월 일 (만 48 세),경기,2025-01-06 23:19,4
KT,w85044910337338,남,1973년 01월 17일 (만 52 세),경기,2025-01-06 18:12,2
KT,w13658455516512,남,1973년 01월 07일 (만 52 세),경기,2025-01-07 1:47,5
KT,w13277610726177,여,1977년 07월 12일 (만 48 세),경남,2025-01-08 7:26,10
KT,w99453814010168,남,1980년 05월 18일 (만 45 세),부산,2025-01-07 20:38,"2, 4"
LG,w161159421795111,여,1992년 09월 11일 (만 33 세),경기,2025-01-06 21:57,10
KT,w256812910468487,여,1989년 11월 15일 (만 36 세),서울,2025-01-13 12:48,3
LG,w16652199338286,여,1968년 02월 15일 (만 57 세),울산,2025-01-06 15:45,10
LG,w23471097532820,여,1983년 07월 19일 (만 42 세),서울,2025-01-07 8:54,"4, 2"
LG,w11098731755967,여,1971년 02월 21일 (만 54 세),대구,2025-01-06 21:05,1
LG,w240813053862180,남,1967년 09월 10일 (만 58 세),경기,2025-01-06 10:04,3
LG,w10925794018167,남,1990년 12월 26일 (만 35 세),전북,2025-01-06 20:37,"8, 4, 6"
LG,w166034894046904,남,1976년 05월 01일 (만 49 세),인천,2025-01-06 12:47,10
LG,w169719743544363,여,1981년 07월 09일 (만 44 세),인천,2025-01-06 15:07,10
LG,w210739055511842,여,1964년 11월 12일 (만 61 세),서울,2025-01-07 15:53,5
LG,w10566566280355,남,1970년 월 일 (만 55 세),세종,2025-01-06 21:30,9
LG,w51457631215240,남,1976년 03월 30일 (만 49 세),경기,2025-01-06 13:58,4
LG,w20316435263251,남,1991년 07월 31일 (만 34 세),대전,2025-01-07 21:18,10
KT,w262627318432711,여,1977년 01월 17일 (만 48 세),서울,2025-01-06 10:09,"2, 3, 4"
LG,w149706735228271,여,1987년 01월 07일 (만 38 세),대전,2025-01-06 12:00,4
LG,w11636173448371,남,1984년 월 일 (만 41 세),서울,2025-01-13 0:15,10
KT,w256508522729220,여,1997년 11월 20일 (만 28 세),경북,2025-01-07 17:42,3
KT,w189397737839086,남,1960년 08월 29일 (만 65 세),충남,2025-01-07 7:27,4
LG,w13011692479812,남,1991년 월 일 (만 34 세),경기,2025-01-06 12:09,10
LG,w14424145787560,남,1964년 04월 07일 (만 61 세),서울,2025-01-07 1:07,8
LG,w80379092347007,남,1960년 04월 14일 (만 65 세),부산,2025-01-07 7:24,"6, 2"
LG,w165987745985622,남,1969년 01월 24일 (만 56 세),서울,2025-01-08 21:01,4
LG,w313610338716710,여,2000년 09월 04일 (만 25 세),서울,2025-01-06 21:00,2
LG,w55995388964232,남,1975년 04월 18일 (만 50 세),부산,2025-01-06 20:47,9
LG,w228928491589853,여,1974년 11월 11일 (만 51 세),경기,2025-01-06 11:33,2
LG,w210300654590624,여,1988년 09월 02일 (만 37 세),경북,2025-01-06 14:37,2
KT,w126902964209059,여,1996년 04월 09일 (만 29 세),충북,2025-01-09 20:34,10
KT,w84097546334302,남,1977년 09월 16일 (만 48 세),인천,2025-01-06 10:43,4
LG,w215527982578121,남,1980년 04월 01일 (만 45 세),서울,2025-01-06 10:27,10
LG,w28994669525544,남,1968년 07월 20일 (만 57 세),서울,2025-01-07 4:45,5
KT,w147494181083557,여,1976년 02월 29일 (만 49 세),경남,2025-01-07 10:19,4
KT,w168042275050354,남,1963년 12월 25일 (만 62 세),강원,2025-01-06 11:54,"4, 2"
LG,w254962770923492,남,1963년 05월 22일 (만 62 세),경기,2025-01-09 10:32,4
LG,w280946312554631,여,1994년 03월 18일 (만 31 세),경기,2025-01-07 8:23,"2, 1"
LG,w308072483361010,여,1977년 10월 17일 (만 48 세),경남,2025-01-07 2:18,"4, 2"
KT,w83984795356076,여,1976년 02월 15일 (만 49 세),서울,2025-01-10 2:41,"4, 5, 3, 1"
LG,w249081333465362,여,1969년 02월 05일 (만 56 세),경기,2025-01-06 14:50,4
KT,w73308553362073,남,1956년 06월 10일 (만 69 세),서울,2025-01-06 13:07,"1, 4"
LG,w9656483973185,여,1983년 월 일 (만 42 세),부산,2025-01-06 10:54,5
LG,w106489666514979,남,1966년 07월 21일 (만 59 세),부산,2025-01-08 3:28,4
LG,w39574332769454,여,1960년 11월 17일 (만 65 세),경북,2025-01-06 9:52,"4, 9"
LG,w301674697679015,여,1975년 03월 10일 (만 50 세),서울,2025-01-06 12:39,4
KT,w13524484700080,여,1968년 07월 28일 (만 57 세),서울,2025-01-07 5:46,"1, 4"
LG,w90325569505702,여,1984년 10월 14일 (만 41 세),서울,2025-01-13 18:09,"7, 2"
KT,w126775958419010,남,1970년 09월 15일 (만 55 세),서울,2025-01-06 10:35,10
LG,w151506863551319,남,1967년 12월 25일 (만 58 세),경남,2025-01-06 10:08,10
KT,w262133165899166,남,1965년 03월 20일 (만 60 세),충남,2025-01-08 4:07,3
KT,w33945690068564,남,1964년 04월 20일 (만 61 세),경기,2025-01-07 7:48,2
KT,w197705684633909,여,1971년 05월 10일 (만 54 세),충남,2025-01-07 0:33,10
KT,w269793339983561,남,1971년 10월 24일 (만 54 세),서울,2025-01-06 20:34,10
KT,w53006898701608,남,1957년 01월 18일 (만 68 세),강원,2025-01-07 5:36,"8, 6, 5, 4, 9"
KT,w358401385287609,남,1985년 07월 18일 (만 40 세),경남,2025-01-07 13:46,10
LG,w11737555366192,남,1974년 09월 02일 (만 51 세),경기,2025-01-07 1:00,10
LG,w166100088096042,여,1995년 04월 09일 (만 30 세),대구,2025-01-07 12:34,7
LG,w321786635303992,남,1963년 11월 02일 (만 62 세),경기,2025-01-11 10:24,1
LG,w10458370039610,여,1983년 월 일 (만 42 세),부산,2025-01-07 9:08,4
LG,w70189391054785,남,1964년 03월 14일 (만 61 세),울산,2025-01-07 4:19,9
LG,w8390742130220,여,1989년 월 일 (만 36 세),경기,2025-01-06 23:01,10
LG,w156412270057210,남,1982년 10월 30일 (만 43 세),부산,2025-01-06 18:57,"8, 4"
LG,w183619716469215,남,1958년 10월 12일 (만 67 세),강원,2025-01-07 4:01,"6, 4, 8"
LG,w10393651444160,남,1980년 06월 30일 (만 45 세),부산,2025-01-06 12:41,10
LG,w148374462040574,여,1966년 05월 05일 (만 59 세),경기,2025-01-06 23:09,10
LG,w28306863077390,남,1985년 08월 29일 (만 40 세),서울,2025-01-06 15:22,7
KT,w49291778578486,남,1963년 04월 10일 (만 62 세),광주,2025-01-07 9:10,8
LG,w243305215404815,여,1970년 05월 01일 (만 55 세),광주,2025-01-07 9:38,10
